Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Kevin Berigaud,Montpellier Herault SC,29,Forward,68,73,66,72,50,68,68,50,16,13,0,2,0,1,0,7,0,0,0,0,26,1.5769230769,3,1,0,0,0,7,0,0,0,0,19,2.4736842105
Kevin De Bruyne,Manchester City,26,Midfielder,90,85,84,87,56,84,90,30,13,13,6,18,0,4,0,11,0,1,0,0,36,4.0833333333,7,11,0,3,0,5,0,0,0,0,27,3.01
Kevin Gameiro,Atletico Madrid,30,Forward,79,76,72,80,38,86,76,23,10,6,12,5,0,0,0,18,0,0,0,0,31,4.0967741935,16,3,0,2,0,9,0,1,0,0,31,4.4516129032
Kevin Kampl,RB Leipzig,26,Midfielder,84,84,78,82,74,76,82,45,11,16,1,2,0,4,0,1,0,0,0,0,30,2.1666666667,3,2,0,4,0,2,0,0,0,0,23,2.5652173913
Kevin Malcuit,LOSC Lille,25,Defender,73,79,66,75,71,66,63,68,13,11,0,3,8,4,2,2,0,0,26,0,25,2.88,0,1,3,3,0,1,0,0,10,0,9,3.0
Kevin Mirallas,Everton,29,Forward,80,84,77,85,35,80,67,40,10,15,4,6,0,2,0,18,0,0,0,0,35,2.6857142857,4,2,0,1,1,4,0,0,0,0,23,2.3913043478000002
Kevin Monnet-Paquet,AS Saint-Etienne,28,Forward,73,73,63,71,53,70,70,54,6,16,4,4,0,0,0,11,0,0,0,0,34,2.7352941176,2,2,0,1,0,11,0,0,0,0,31,2.2903225806
Kevin Stewart,Hull City,23,Midfielder,76,63,65,70,71,61,69,72,7,13,0,0,0,0,0,0,0,0,0,0,4,1.0,0,0,0,1,0,0,0,0,0,0,7,1.7142857143
Kevin Strootman,Roma,27,Midfielder,86,76,83,85,84,78,84,72,12,7,4,7,0,6,0,3,0,0,0,0,33,3.0,0,1,0,1,0,1,0,0,0,0,5,1.8
Kevin Theophile-Catherine,AS Saint-Etienne,27,Defender,74,68,69,72,75,37,66,76,6,11,0,2,12,3,0,0,0,0,34,0,31,3.1290322581,1,1,10,2,0,0,0,0,17,0,22,3.8636363636
Kevin Trapp,Paris Saint-Germain,26,Goalkeeper,25,10,12,24,22,12,45,10,76,84,0,0,15,0,0,1,1,0,14,0,24,4.5,0,0,18,0,0,1,2,0,19,0,35,4.3142857143
Kevin Vogt,TSG 1899 Hoffenheim,25,Midfielder,74,67,83,71,82,55,67,76,13,14,0,0,0,6,0,3,0,0,0,0,31,1.7741935484,0,2,0,5,0,8,0,0,0,0,23,1.7826086957
Kevin Volland,Bayer 04 Leverkusen,24,Forward,81,79,67,81,44,80,81,17,7,12,6,2,0,3,1,4,0,0,0,0,22,3.0909090909,8,7,0,8,0,8,0,1,0,0,32,3.53125
Kevin Wimmer,Stoke City,24,Defender,74,63,70,67,78,30,59,78,10,11,0,0,0,3,0,1,0,0,6,1,5,0.6,0,0,4,2,0,1,0,0,7,0,10,3.2
Kevin-Prince Boateng,Eintracht Frankfurt,30,Midfielder,80,79,77,83,67,77,76,59,11,6,10,4,0,11,1,12,0,0,0,0,28,3.6071428571,1,0,0,1,0,1,0,0,0,0,11,1.4545454544999998
Keylor Navas,Real Madrid CF,30,Goalkeeper,30,16,37,19,20,16,54,12,78,88,0,0,5,2,0,0,0,0,31,1,27,2.2222222222,0,0,13,0,0,0,3,0,28,0,34,3.7647058824
Khouma Babacar,Fiorentina,24,Forward,64,72,46,76,20,77,48,20,6,14,10,1,0,0,0,4,0,0,0,0,22,4.0,5,0,0,2,0,8,0,0,0,0,18,2.8888888889
Kieran Gibbs,West Bromwich Albion,27,Defender,74,74,65,75,78,63,65,76,11,15,0,1,3,3,0,3,0,0,6,0,11,3.3636363636,1,0,0,0,0,2,0,0,12,0,15,2.2
Kieran Trippier,Tottenham Hotspur,26,Defender,73,75,76,75,74,60,78,77,14,10,0,5,2,1,0,2,0,0,9,0,12,3.5833333332999997,1,1,1,1,0,0,0,0,5,0,6,3.6666666667000003
Kiko Casilla,Real Madrid CF,30,Goalkeeper,30,12,24,20,20,12,52,12,83,77,0,0,5,1,0,0,1,0,10,0,11,3.8181818182,0,0,1,0,0,0,0,0,6,0,4,2.25
Kingsley Coman,FC Bayern Munich,21,Midfielder,74,84,62,79,23,75,69,11,3,5,2,1,0,1,0,7,0,0,0,0,19,2.1578947368,4,6,0,0,0,8,0,0,0,0,24,2.7608695651999997
Koen Casteels,VfL Wolfsburg,25,Goalkeeper,35,14,37,23,16,15,38,12,69,82,0,0,8,3,0,0,0,0,30,0,20,2.55,0,0,4,1,0,0,1,0,10,0,13,3.4615384614999996
Koffi Djidji,FC Nantes,24,Defender,72,59,71,72,74,35,42,74,7,9,0,0,5,7,0,3,0,0,39,0,28,1.9642857143,0,0,7,3,0,3,0,0,24,0,23,2.7826086957
Konstantin Rausch,1. FC Koln,27,Defender,74,72,72,72,73,67,69,67,8,11,0,2,4,4,0,9,0,0,38,0,28,2.0357142857,2,5,2,7,0,22,0,0,48,0,31,2.2580645161
Kostas Manolas,Roma,26,Defender,60,54,61,65,85,25,22,88,6,12,1,2,7,7,0,7,0,0,32,0,33,2.9090909091,2,2,6,7,0,3,0,0,42,1,38,2.5
Kristoffer Nordfeldt,Swansea City,28,Goalkeeper,41,14,26,24,23,15,30,13,66,78,0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,1,0,1,2.0
Kurt Zouma,Stoke City,22,Defender,62,48,56,66,76,53,57,78,14,15,0,1,0,0,0,2,0,0,11,0,9,1.5555555556,1,0,8,0,0,1,0,0,30,0,23,2.8695652174
Kwadwo Asamoah,Juventus,28,Midfielder,79,82,79,81,78,78,76,72,4,5,0,1,0,2,0,0,0,0,0,0,18,1.9444444444,0,1,0,1,0,4,0,0,0,0,11,1.7272727273
Kyle Naughton,Swansea City,28,Defender,73,64,66,68,73,54,59,71,10,11,1,0,7,5,0,4,0,0,53,1,31,1.8709677419,0,3,4,2,1,1,0,0,32,0,27,2.2222222222
Kyle Walker,Manchester City,27,Defender,75,77,67,76,78,66,69,79,6,8,0,6,14,8,0,5,0,0,23,0,33,3.8484848485,1,3,12,7,0,2,0,0,31,1,33,3.2727272726999996
Kyriakos Papadopoulos,Hamburger SV,25,Defender,56,40,50,52,65,35,44,79,10,10,2,0,5,6,0,1,0,0,17,0,16,3.0625,0,0,3,4,1,1,0,0,18,0,16,1.8125
Lacina Traore,Amiens SC Football,27,Forward,61,71,34,67,41,80,70,18,10,14,2,0,0,2,0,4,0,1,0,0,8,2.375,3,1,0,4,0,8,0,1,0,0,19,2.2105263158
Lamine Sane,SV Werder Bremen,30,Defender,70,61,69,62,74,42,61,75,9,9,1,1,5,3,0,3,0,0,53,0,28,1.8214285713999998,0,0,2,4,1,2,0,0,20,0,13,1.3846153846
Lars Bender,Bayer 04 Leverkusen,28,Midfielder,79,72,74,75,87,69,76,76,6,7,0,1,0,4,0,7,0,0,0,0,9,1.8888888889,1,1,0,3,0,4,0,0,0,0,11,2.4545454545
Lars Stindl,Borussia Monchengladbach,28,Forward,83,78,69,83,70,86,83,63,10,12,11,3,0,8,0,9,0,1,0,0,30,3.7666666667000004,7,8,0,5,0,5,0,1,0,0,30,3.7
Lassana Coulibaly,Angers SCO,21,Forward,75,70,69,74,68,58,69,59,12,6,0,2,0,4,0,6,0,0,0,0,30,1.9,1,0,0,1,0,3,0,0,0,0,15,1.7333333333
Laszlo Kleinheisler,Free Agent,23,Midfielder,71,72,59,65,49,66,68,61,12,12,1,1,0,0,0,8,0,0,0,0,12,2.5,0,0,0,0,0,1,0,0,0,0,6,1.1666666667
Laure,AD Alcorcon,32,Defender,67,63,63,71,78,44,56,70,6,11,0,0,2,0,1,0,0,0,11,0,7,1.4285714286000002,0,0,2,6,0,4,0,0,35,0,23,1.3043478260999999
Laurent Koscielny,Arsenal,31,Defender,76,62,69,67,86,39,56,83,11,7,2,0,10,4,1,2,0,0,37,0,33,2.8787878788,4,0,15,3,0,2,0,0,32,0,33,3.9090909091
Laurent Pionnier,Montpellier Herault SC,35,Goalkeeper,24,10,32,22,22,11,41,10,71,79,0,0,6,0,0,0,0,0,38,1,25,2.08,0,0,6,0,0,0,0,0,29,0,25,2.56
Leandro Paredes,Zenit St. Petersburg,23,Midfielder,84,78,81,83,72,76,82,65,14,10,3,1,0,4,0,2,0,0,0,0,27,2.0740740741,2,1,0,11,0,11,0,0,0,0,33,1.9393939394
Lee Cattermole,Sunderland,29,Midfielder,72,64,75,72,75,47,65,72,9,15,0,0,0,4,0,7,0,0,0,0,8,1.5,0,0,0,8,0,11,0,0,0,0,31,1.6129032258000002
Leighton Baines,Everton,32,Defender,81,78,74,80,80,73,76,81,15,12,2,3,11,4,0,3,0,1,34,0,32,3.40625,2,1,4,0,0,0,0,0,27,0,18,2.7777777778
Lenny Nangis,Valenciennes FC,23,Midfielder,68,70,59,71,19,67,66,13,15,13,0,2,0,8,0,10,0,0,0,0,30,1.3333333333,0,2,0,3,0,6,0,0,0,0,14,1.6428571428999998
Leo Baptistao,RCD Espanyol,24,Forward,77,80,55,81,28,83,69,17,14,9,6,5,0,1,0,9,0,0,0,0,21,3.8571428571,3,1,0,1,0,7,0,0,0,0,26,2.1153846154
Leo Dubois,FC Nantes,22,Midfielder,77,75,76,76,74,68,63,76,8,16,0,7,0,2,0,2,0,0,0,1,36,2.4166666667,0,0,0,3,0,1,0,0,0,0,25,1.8
Leon Balogun,1. FSV Mainz 05,29,Defender,69,60,64,62,75,49,47,70,15,6,0,0,1,3,0,3,0,0,32,0,17,1.0,1,0,4,5,0,2,0,0,30,0,21,2.0
Leon Britton,Swansea City,34,Midfielder,85,76,79,81,73,55,82,70,16,15,0,0,0,3,0,13,0,0,0,0,16,1.8125,0,0,0,4,0,12,0,0,0,0,25,1.6
Leon Goretzka,FC Schalke 04,22,Midfielder,84,80,79,82,82,79,82,74,8,9,5,1,0,2,0,6,0,0,0,0,30,2.8666666667,1,3,0,5,0,6,0,0,0,0,25,2.28
Leon Guwara,1. FC Kaiserslautern,21,Defender,62,63,51,64,70,57,44,60,11,13,0,0,1,2,0,0,0,0,28,0,16,1.0,0,0,0,0,0,0,0,0,5,0,1,-2.0
Leonardo Bittencourt,1. FC Koln,23,Midfielder,79,82,71,78,52,69,74,54,11,16,3,5,0,3,0,11,0,0,0,0,16,3.4375,3,4,0,2,1,18,0,0,0,0,29,2.6896551724
Leonardo Bonucci,Milan,30,Defender,79,69,85,75,90,38,74,84,2,4,3,0,11,6,0,1,0,0,25,0,30,3.5,3,1,18,6,0,1,0,0,20,1,36,4.2222222222
Leonardo Pavoletti,Cagliari,28,Forward,64,66,36,74,24,80,52,20,6,9,3,0,0,2,0,4,0,0,0,0,15,2.4666666666999997,14,2,0,3,1,5,0,0,0,0,25,4.68
Leonardo Ulloa,Leicester City,30,Forward,69,70,63,72,33,76,61,27,8,11,1,0,0,0,0,1,0,0,0,0,16,1.5,6,2,0,0,0,5,0,0,0,0,29,2.4827586207
Leroy Fer,Swansea City,27,Midfielder,79,78,76,75,70,75,73,66,8,14,6,2,0,9,0,7,0,0,0,0,34,2.5882352941,0,2,0,2,0,4,0,0,0,0,11,2.1818181818
Leroy Sane,Manchester City,21,Midfielder,75,87,64,84,32,82,69,26,12,14,5,3,0,4,0,12,0,0,0,0,26,2.9230769231,8,6,0,4,0,9,0,0,0,0,33,3.3333333332999997
Levan Mchedlidze,Empoli,27,Forward,64,70,50,76,25,74,60,14,8,12,6,0,0,3,0,6,0,1,0,0,15,3.4,0,0,0,2,1,0,0,0,0,0,13,0.7692307692
Levin Oztunali,1. FSV Mainz 05,21,Midfielder,69,82,68,80,54,74,66,44,16,9,4,6,0,1,0,12,0,0,0,0,30,3.0,1,3,0,2,0,13,0,0,0,0,25,2.16
Lewis Grabban,Sunderland,29,Forward,63,67,43,67,22,66,51,18,15,11,0,1,0,0,0,0,0,0,0,0,3,2.0,1,0,0,2,0,5,0,0,0,0,21,1.4761904762
Lewis Holtby,Hamburger SV,26,Midfielder,80,78,77,80,71,74,75,61,12,9,1,6,0,4,1,9,0,0,0,1,29,2.4482758621,3,2,0,4,0,11,0,0,0,0,34,2.5
Lillo,CA Osasuna,28,Defender,65,52,57,62,75,51,45,73,11,6,0,0,5,7,0,1,0,0,52,0,25,1.2,0,0,2,5,0,1,0,0,16,0,10,1.1
Lindsay Rose,FC Lorient,25,Midfielder,65,62,57,64,69,36,46,70,9,9,0,0,0,2,0,0,0,0,0,0,12,1.6666666666999999,0,0,0,1,0,0,0,0,0,0,11,1.9090909091
Lionel Messi,FC Barcelona,30,Forward,88,97,87,95,22,93,90,13,11,8,37,9,0,6,0,4,0,1,0,0,34,7.941176470599999,26,16,0,3,0,2,0,3,0,0,33,7.0606060606
Loic Perrin,AS Saint-Etienne,31,Midfielder,74,62,77,74,82,58,63,88,7,14,4,1,0,1,0,2,0,0,0,0,27,2.7777777778,3,1,0,0,1,1,0,0,0,0,24,2.625
Loic Remy,UD Las Palmas,30,Forward,68,73,60,72,48,81,71,23,10,12,0,0,0,0,0,1,0,0,0,0,5,1.2,1,0,0,0,0,3,0,0,0,0,13,1.6153846154
Lorenzo Crisetig,Bologna,24,Midfielder,78,72,76,76,73,60,74,60,4,4,0,1,0,12,0,4,0,0,0,0,32,1.625,0,0,0,1,0,2,0,0,0,0,5,1.6
Lorenzo De Silvestri,Torino,29,Defender,70,71,66,73,75,66,49,71,11,14,1,4,1,1,0,4,0,0,34,0,16,2.0,0,2,4,4,0,5,0,0,20,0,17,2.7058823529000002
Lorenzo Insigne,Napoli,26,Forward,83,88,73,90,26,83,87,16,4,10,18,9,0,2,0,16,0,0,0,0,35,5.2285714286000005,12,10,0,2,0,26,0,0,0,0,34,4.5
Lorenzo Pellegrini,Roma,21,Midfielder,82,76,79,77,70,70,75,68,7,11,6,7,0,7,1,14,0,0,0,0,28,3.3214285714,3,0,0,5,0,8,0,0,0,0,19,2.2105263158
Lorenzo Tonelli,Napoli,27,Defender,54,54,54,58,82,23,30,84,11,6,2,0,0,2,0,0,0,0,3,0,3,4.6666666667,2,0,8,9,0,0,0,0,36,0,26,2.5769230769
Loris Karius,Liverpool,24,Goalkeeper,35,16,36,23,13,8,45,13,74,85,0,0,3,0,0,0,0,0,12,0,10,2.7,0,0,9,1,0,0,2,0,42,0,34,2.8235294118
Luca Antei,Benevento Calcio,25,Defender,52,40,55,55,72,23,30,74,11,11,1,0,4,4,0,0,0,0,28,0,15,1.7333333333,0,1,0,2,0,1,0,0,5,0,5,2.2
Luca Antonelli,Milan,30,Defender,72,73,68,73,76,70,64,74,11,5,0,0,0,1,0,2,0,0,3,0,7,2.5714285714,3,1,9,3,0,0,0,0,30,0,28,3.3214285714
Luca Bittante,Carpi,23,Defender,68,68,60,68,60,60,56,60,9,7,0,0,0,4,0,0,0,0,10,0,5,0.0,0,0,0,0,0,2,0,0,19,0,16,1.25
Luca Caldirola,SV Werder Bremen,26,Defender,72,59,67,69,75,40,57,74,10,12,0,0,1,1,0,1,0,0,12,0,5,1.0,0,1,8,4,0,0,0,0,53,0,34,2.1176470588
Luca Cigarini,Cagliari,31,Midfielder,82,71,82,79,70,62,80,58,9,11,0,0,0,3,0,1,0,0,0,0,4,1.0,2,2,0,10,0,7,0,0,0,0,24,2.0833333333
Luca Lezzerini,Avellino,22,Goalkeeper,31,14,22,24,18,15,25,13,60,70,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,3,0,2,1.0
Luca Rigoni,Genoa,32,Midfielder,78,70,76,75,73,70,73,69,10,6,4,1,0,13,0,12,0,0,0,0,31,2.2580645161,3,0,0,5,0,11,0,0,0,0,28,2.1428571429
Luca Rizzo,Ferrara (SPAL),25,Midfielder,76,78,74,78,64,68,74,54,14,7,0,0,0,0,0,4,0,0,0,0,13,1.3846153846,0,2,0,3,0,10,0,0,0,0,23,1.8695652174000001
Luca Rossettini,Genoa,32,Defender,58,50,58,54,76,32,28,77,5,5,1,0,3,8,0,0,0,0,53,0,30,1.4,3,0,7,5,0,3,0,0,39,0,29,2.7241379310000005
Lucas Biglia,Milan,31,Midfielder,86,77,84,85,84,55,80,70,12,7,4,3,0,8,0,12,0,1,0,0,29,2.6206896552,4,2,0,10,0,3,0,0,0,0,27,2.5555555556
Lucas Castro,Chievo Verona,28,Midfielder,80,80,76,82,73,75,77,58,7,5,5,6,0,5,0,8,0,0,0,0,32,3.1875,3,0,0,9,0,4,0,0,0,0,34,2.1176470588
Lucas Deaux,En Avant de Guingamp,28,Midfielder,76,65,76,72,73,61,67,70,11,9,2,5,0,4,0,8,0,0,0,0,38,2.4736842105,0,0,0,3,0,3,0,0,0,0,16,1.625
Lucas Digne,FC Barcelona,23,Defender,80,73,69,79,77,67,72,74,12,13,0,0,4,3,0,6,0,0,14,0,17,2.6470588235,3,3,7,4,0,2,0,0,35,0,33,3.1515151515
Lucas Hernandez,Atletico Madrid,21,Defender,67,46,58,65,76,27,33,74,7,10,0,1,8,2,0,0,0,0,10,0,15,3.9333333333,0,0,3,0,0,0,0,0,6,0,10,3.3
Lucas Leiva,Lazio,30,Midfielder,77,69,72,73,84,49,67,77,8,6,0,3,0,4,0,3,0,0,0,0,24,1.7083333333000001,0,1,0,8,0,4,0,0,0,0,27,1.5925925926
Lucas Ocampos,Olympique de Marseille,22,Midfielder,76,79,69,79,55,74,73,40,8,7,3,1,0,5,0,13,0,0,0,0,27,2.1111111111,1,1,0,0,0,4,0,0,0,0,17,1.8823529412
Lucas Orban,Racing Club de Avellaneda,28,Defender,67,57,64,67,74,59,58,75,9,15,0,0,2,4,1,1,0,0,18,1,11,0.9090909091,0,0,2,6,1,2,0,0,18,0,10,0.9
Lucas Tousart,Olympique Lyonnais,20,Midfielder,77,71,73,73,78,62,71,72,15,15,1,1,0,1,0,2,0,0,0,0,22,2.0909090909,0,0,0,0,0,1,0,0,0,0,1,2.0
Lucas Vazquez,Real Madrid CF,26,Midfielder,81,82,75,83,44,81,82,31,16,7,2,8,0,4,0,4,0,0,0,0,33,2.2727272727,4,4,0,3,0,3,0,0,0,0,24,2.625
Luciano Vietto,Atletico Madrid,23,Forward,79,86,59,85,35,83,73,23,14,12,6,2,0,3,0,6,0,0,0,0,21,3.2380952381,1,3,0,3,0,11,0,0,0,0,19,2.2105263158
Ludovic Baal,Stade Rennais FC,31,Forward,73,64,65,69,73,34,59,75,13,16,0,5,0,3,1,2,0,0,0,0,33,2.2727272727,0,3,0,0,0,7,0,0,0,0,22,2.2272727273
Ludovic Blas,En Avant de Guingamp,19,Midfielder,75,79,69,78,56,65,65,59,9,15,1,1,0,5,0,3,0,0,0,0,25,1.52,1,2,0,1,0,5,0,0,0,0,14,2.1428571429
Luis Alberto,Lazio,24,Midfielder,83,80,75,82,28,75,74,24,8,11,1,2,0,0,0,3,0,0,0,0,8,2.75,6,7,0,3,0,12,0,0,0,0,29,3.5172413793
Luis Muriel,Sevilla FC,26,Forward,74,86,55,85,16,78,73,18,10,6,11,5,0,4,1,16,0,0,0,0,31,3.8387096774000002,6,5,0,3,0,14,0,0,0,0,32,2.90625
Luis Suarez,FC Barcelona,30,Forward,83,86,64,91,41,92,84,30,25,37,28,13,0,8,0,9,0,0,0,0,36,6.6944444444,40,16,0,6,0,0,0,2,0,0,35,8.8
Luisinho,RC Deportivo de La Coruna,32,Defender,78,77,68,77,77,66,64,74,8,12,0,2,4,6,0,5,0,0,41,0,26,1.7307692308000002,0,0,3,6,0,4,0,0,27,0,20,1.35
Luiz Adriano,Spartak Moscow,30,Forward,72,77,50,80,24,82,66,24,10,12,0,0,0,0,0,1,0,0,0,0,7,1.1428571429,4,3,0,4,0,6,0,0,0,0,26,2.4230769231
Luiz Gustavo,Olympique de Marseille,29,Midfielder,77,68,75,72,83,51,68,74,6,13,0,0,0,7,0,1,0,0,0,0,27,1.7037037037,1,2,0,9,0,6,0,0,0,0,22,2.0909090909
Luka Modric,Real Madrid CF,31,Midfielder,92,86,83,92,76,79,90,66,9,9,1,2,0,2,0,8,0,0,0,0,25,2.24,2,4,0,4,0,11,0,0,0,0,32,2.53125
Lukas Frode,MSV Duisburg,22,Midfielder,64,58,68,65,61,44,56,57,10,8,0,0,0,0,0,0,0,0,0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,8,1.125
Lukas Hinterseer,VfL Bochum,26,Forward,69,68,58,71,25,74,64,27,7,6,3,1,0,2,0,4,0,0,0,0,28,1.8571428571000002,6,0,0,3,0,15,0,0,0,0,28,2.6428571429
Lukas Hradecky,Eintracht Frankfurt,27,Goalkeeper,15,10,20,19,18,9,53,11,77,85,0,0,10,2,1,0,0,0,43,0,33,2.4545454545,0,0,8,0,0,0,1,0,52,0,34,2.3235294118
Lukas Klunter,1. FC Koln,21,Defender,68,66,55,68,66,44,43,59,5,6,1,1,3,4,0,0,0,0,11,0,8,3.25,0,0,0,0,0,0,0,0,1,0,1,1.0
Lukas Rupp,TSG 1899 Hoffenheim,26,Midfielder,79,78,74,79,64,68,76,63,8,14,2,0,0,2,0,4,0,0,0,0,14,2.1428571429,5,4,0,4,0,10,0,0,0,0,29,2.9655172413999997
Luke Shaw,Manchester United,21,Defender,75,77,64,78,78,73,65,74,12,7,0,1,3,1,0,5,0,0,9,0,11,3.1818181818,0,1,3,1,0,0,0,0,3,0,5,4.6
M'Baye Niang,Torino,22,Forward,72,84,57,82,30,82,75,16,6,4,5,4,0,3,0,16,0,2,0,0,34,2.7118055556,5,4,0,1,0,14,0,0,0,0,16,4.1875
Maarten Stekelenburg,Everton,34,Goalkeeper,39,12,37,31,26,13,41,18,73,75,0,0,3,2,0,1,2,0,25,1,19,2.4210526316,0,0,6,0,0,0,0,0,19,0,17,2.9411764706
Mahmoud Dahoud,Borussia Dortmund,21,Midfielder,87,81,78,82,67,65,81,63,7,11,2,5,0,3,0,9,0,0,0,0,28,2.7142857143,5,8,0,4,0,23,0,0,0,0,32,3.25
Makoto Hasebe,Eintracht Frankfurt,33,Midfielder,77,67,76,74,77,62,75,77,12,9,1,1,0,2,0,1,0,1,0,0,21,2.1428571429,1,2,0,9,0,7,0,0,0,0,32,2.03125
Mamadou Sakho,Crystal Palace,27,Defender,73,50,68,61,81,32,49,78,12,8,0,0,4,0,0,1,0,0,7,0,8,3.625,1,0,5,1,0,2,0,0,31,0,22,2.4090909091
Mame Biram Diouf,Stoke City,29,Forward,67,65,55,70,64,78,66,64,1,1,1,2,0,3,0,9,0,0,0,0,27,1.8518518519,5,1,0,3,0,5,0,0,0,0,26,2.4230769231
Manolo Gabbiadini,Southampton,25,Forward,72,80,64,82,18,78,72,18,11,5,7,0,0,1,1,13,0,1,0,0,24,2.958041958,5,3,0,1,0,3,0,0,0,0,23,2.6086956521999998
Manu Garcia,Deportivo Alaves,31,Midfielder,75,59,69,67,79,58,58,62,14,11,3,1,0,8,0,3,0,0,0,0,25,2.32,0,0,0,0,0,0,0,0,0,0,1,1.0
Manu Trigueros,Villarreal CF,25,Forward,86,81,82,84,69,77,83,53,14,8,5,1,0,4,0,12,0,0,0,0,37,2.5945945946,2,1,0,5,0,10,0,0,0,0,31,2.0322580644999997
Manuel Lanzini,West Ham United,24,Midfielder,80,87,78,86,23,72,79,20,9,15,8,2,0,9,0,13,0,0,0,0,35,2.9428571429000003,6,2,0,3,0,13,0,0,0,0,26,3.1538461538
Manuel Locatelli,Milan,19,Midfielder,78,75,72,79,75,54,75,64,12,15,2,1,0,7,0,4,0,0,0,0,24,1.9166666666999999,0,0,0,1,0,0,0,0,0,0,2,1.0
Manuel Neuer,FC Bayern Munich,31,Goalkeeper,55,30,59,48,30,12,70,10,90,89,0,0,14,0,0,0,0,0,13,0,26,4.1153846154,0,0,20,0,0,1,0,0,17,0,34,4.2647058824
Manuel Pasqual,Empoli,35,Defender,77,70,77,75,70,64,70,70,5,7,2,3,9,7,0,2,0,0,47,0,32,2.78125,0,2,3,5,0,5,0,0,15,0,17,2.7058823529000002
Manuel Pucciarelli,Chievo Verona,26,Forward,72,77,58,78,32,78,64,22,5,8,3,1,0,2,0,7,0,1,0,0,32,2.21875,6,2,0,2,0,6,0,0,0,0,38,2.7631578947000004
Marc Albrighton,Leicester City,27,Midfielder,69,77,73,77,56,73,74,41,9,14,2,6,0,5,0,17,0,0,0,0,33,2.5757575758,2,6,0,4,0,22,0,0,0,0,38,2.5263157895
Marc Andre ter Stegen,FC Barcelona,25,Goalkeeper,30,17,38,18,22,11,57,10,83,86,0,0,13,1,0,0,0,0,33,0,36,3.1388888889,0,0,2,0,0,0,0,0,6,0,6,3.0
Marc Muniesa,Girona CF,25,Defender,72,63,56,73,78,61,61,74,12,10,1,0,3,2,0,0,0,0,7,0,10,3.5,0,0,0,2,0,1,0,0,29,0,15,0.8
Marc Pugh,Bournemouth,30,Midfielder,69,77,59,75,37,72,69,30,15,10,2,2,0,1,0,10,0,0,0,0,21,2.4761904762,3,2,0,1,0,10,0,0,0,0,26,2.3461538462
Marc Stendera,Eintracht Frankfurt,21,Midfielder,76,76,69,78,54,68,77,50,14,7,0,0,0,0,0,2,0,0,0,0,2,2.0,2,1,0,8,0,11,0,0,0,0,27,2.1111111111
Marc Wilson,Sunderland,29,Defender,64,63,67,67,74,56,68,74,6,9,0,0,0,3,0,3,0,0,8,0,4,0.0,0,0,0,0,0,0,0,0,8,0,4,0.25
Marcel Buchel,Hellas Verona,26,Midfielder,76,74,72,76,70,66,72,52,4,7,0,0,0,5,0,7,0,0,0,0,15,1.3333333333,2,1,0,10,0,12,0,0,0,0,28,1.75
Marcel Hartel,1. FC Union Berlin,21,Midfielder,69,73,57,75,35,55,54,29,15,12,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,1.0
Marcel Heller,FC Augsburg,31,Midfielder,69,78,52,72,20,71,54,15,13,13,3,3,0,2,0,5,0,0,0,0,32,2.65625,6,5,0,7,0,10,0,0,0,0,33,3.1515151515
Marcel Risse,1. FC Koln,27,Midfielder,74,77,72,76,72,75,73,65,7,8,2,4,0,1,0,2,0,0,0,0,13,3.6153846154,3,5,0,5,0,2,0,0,0,0,33,2.7575757575999997
Marcel Schmelzer,Borussia Dortmund,29,Defender,74,63,66,71,78,54,52,79,10,8,0,1,3,3,0,6,0,0,31,1,27,2.1481481481,0,4,7,2,0,1,0,0,25,0,26,3.1538461538
Marcel Tisserand,VfL Wolfsburg,24,Defender,70,66,72,71,70,68,70,73,15,14,0,1,4,10,0,2,0,0,50,0,29,3.1607142857,1,0,8,6,0,3,0,0,47,0,33,2.2424242424000003
Marcello Gazzola,Sassuolo,32,Midfielder,64,64,60,72,74,61,42,66,7,12,0,1,0,3,0,3,0,0,0,0,16,2.0,0,1,0,1,0,0,0,0,0,0,9,1.6666666666999999
Marcelo Brozovic,Inter,24,Midfielder,83,81,81,84,72,76,81,64,8,8,4,1,0,7,0,4,0,0,0,0,23,2.5652173913,4,5,0,7,0,4,0,0,0,0,31,2.6774193548
Marco Andreolli,Cagliari,31,Defender,55,49,55,55,78,33,28,80,11,14,1,0,0,0,0,1,0,0,8,0,6,2.1666666667,0,0,0,2,0,2,0,0,11,0,6,0.4166666667
